id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos,receita_esperada,custo_manutencao_total,custo_total,margem_bruta,roi
BOV-00135,Fazenda Nova Aliança,Senepol,Multípara,8.1,2.8,30,406,Touro_F,IATF + Repasse,62.6,1,0,60,7.05,466.12,2558,30,2558,211.5,737.62,1820.38,246.79103061196824
BOV-00136,Fazenda Boa Vista,Senepol,Primípara,3.2,3.6,56,381,Touro_K,Monta Natural,74.0,0,0,15,6.87,370.53,2341,365,0,2507.55,2893.08,-2893.08,-100.0
BOV-00137,Fazenda São José,Nelore,Primípara,3.0,4.9,116,435,Touro_J,IATF,71.5,1,0,45,9.83,483.8,2567,116,2567,1140.28,1669.08,897.9200000000001,53.79730150741726
BOV-00138,Fazenda Esperança,Angus,Novilha,2.6,7.2,0,378,Touro_E,IATF,65.2,0,0,45,6.66,414.12,3053,365,0,2430.9,2890.02,-2890.02,-100.0
BOV-00139,Fazenda Boa Vista,Senepol,Multípara,6.7,5.8,68,487,Touro_C,IATF + Repasse,79.8,1,0,60,7.52,717.78,2346,68,2346,511.35999999999996,1289.1399999999999,1056.8600000000001,81.98178630715051
BOV-00140,Fazenda Nova Aliança,Nelore,Primípara,3.4,3.6,89,414,Touro_D,Monta Natural,72.4,0,0,15,6.99,341.91,2076,365,0,2551.35,2908.2599999999998,-2908.2599999999998,-100.0
BOV-00141,Fazenda Nova Aliança,Hereford,Novilha,2.1,5.0,0,328,Touro_F,IATF,74.5,0,0,45,9.15,346.13,2528,365,0,3339.75,3730.88,-3730.88,-100.0
BOV-00142,Fazenda Boa Vista,Senepol,Multípara,9.7,7.5,54,461,Touro_F,IATF,67.0,1,0,45,7.71,469.18,2481,54,2481,416.34,930.52,1550.48,166.6251128401324
BOV-00143,Fazenda São José,Nelore,Multípara,11.3,4.8,46,441,Touro_F,Monta Natural,74.2,1,0,15,9.68,655.99,2345,46,2345,445.28,1116.27,1228.73,110.07462352298279
BOV-00144,Fazenda Boa Vista,Nelore,Multípara,9.3,4.4,60,437,Touro_B,IATF,71.0,0,0,45,7.86,351.58,2401,365,0,2868.9,3265.48,-3265.48,-100.0
BOV-00145,Fazenda Boa Vista,Senepol,Multípara,7.8,7.3,53,434,Touro_K,TE,85.7,1,0,180,9.09,436.05,2537,53,2537,481.77,1097.82,1439.18,131.0943506221421
BOV-00146,Fazenda Santa Helena,Angus,Primípara,4.1,6.0,40,412,Touro_L,IATF,68.7,0,0,45,8.73,610.45,2861,365,0,3186.4500000000003,3841.9000000000005,-3841.9000000000005,-100.0
BOV-00147,Fazenda São José,Nelore,Multípara,9.1,7.0,34,474,Touro_H,IATF,67.8,1,0,45,8.09,432.03,2176,34,2176,275.06,752.0899999999999,1423.91,189.32707521706183
BOV-00148,Fazenda São José,Nelore,Multípara,4.5,4.4,77,416,Touro_H,IATF,73.5,1,0,45,9.61,562.65,2480,77,2480,739.9699999999999,1347.62,1132.38,84.02813849601522
BOV-00149,Fazenda Santa Helena,Angus,Primípara,2.7,3.5,62,415,Touro_F,IATF,70.6,0,0,45,8.68,495.76,2701,365,0,3168.2,3708.96,-3708.96,-100.0
BOV-00150,Fazenda Boa Vista,Brangus,Novilha,1.6,6.1,0,398,Touro_D,IATF + Repasse,73.4,1,1,60,7.22,570.8,3181,0,0,0.0,630.8,-630.8,-100.0
BOV-00151,Fazenda Nova Aliança,Brangus,Primípara,3.4,5.3,70,400,Touro_B,IATF,81.9,1,0,45,8.31,564.47,3008,70,3008,581.7,1191.17,1816.83,152.52482852993273
BOV-00152,Fazenda Santa Helena,Senepol,Primípara,4.2,5.4,74,372,Touro_F,IATF,66.1,1,0,45,6.82,447.65,2415,74,2415,504.68,997.33,1417.67,142.14653123840654
BOV-00153,Fazenda Santa Helena,Nelore,Multípara,6.5,7.3,67,405,Touro_F,TE,72.7,1,0,180,7.58,481.13,2171,67,2171,507.86,1168.99,1002.01,85.71587438729159
BOV-00154,Fazenda São José,Angus,Multípara,7.1,3.4,88,453,Touro_J,IATF,68.2,1,0,45,7.59,410.31,1895,88,1895,667.92,1123.23,771.77,68.70988132439483
BOV-00155,Fazenda Nova Aliança,Angus,Multípara,11.3,6.5,32,444,Touro_C,IATF,68.0,1,0,45,10.29,373.98,2426,32,2426,329.28,748.26,1677.74,224.2188544088953
BOV-00156,Fazenda Santa Helena,Angus,Primípara,4.2,3.9,81,482,Touro_B,IATF,71.2,0,0,45,10.45,632.61,2666,365,0,3814.2499999999995,4491.86,-4491.86,-100.0
BOV-00157,Fazenda Esperança,Nelore,Novilha,2.5,6.7,0,335,Touro_D,Monta Natural,72.1,1,0,15,9.91,411.65,2074,0,2074,0.0,426.65,1647.35,386.11273877885856
BOV-00158,Fazenda Esperança,Senepol,Multípara,6.1,4.9,78,490,Touro_H,IATF + Repasse,82.7,0,0,60,9.25,664.81,2657,365,0,3376.25,4101.0599999999995,-4101.0599999999995,-100.0
BOV-00159,Fazenda Santa Helena,Hereford,Primípara,2.7,4.2,89,406,Touro_E,TE,68.9,1,0,180,8.41,329.97,2931,89,2931,748.49,1258.46,1672.54,132.90370770624412
BOV-00160,Fazenda Esperança,Angus,Multípara,4.1,4.8,30,411,Touro_C,IATF + Repasse,70.5,0,0,60,6.36,597.42,2306,365,0,2321.4,2978.82,-2978.82,-100.0
BOV-00161,Fazenda Boa Vista,Brangus,Novilha,1.7,4.8,0,386,Touro_L,IATF + Repasse,60.8,0,0,60,7.08,328.53,2257,365,0,2584.2,2972.7299999999996,-2972.7299999999996,-100.0
BOV-00162,Fazenda São José,Nelore,Multípara,6.3,5.5,66,494,Touro_E,TE,74.7,0,0,180,10.87,708.02,1793,365,0,3967.5499999999997,4855.57,-4855.57,-100.0
BOV-00163,Fazenda São José,Angus,Novilha,2.3,5.4,0,421,Touro_I,IATF + Repasse,72.7,1,0,60,9.3,393.16,2377,0,2377,0.0,453.16,1923.84,424.5387942448583
BOV-00164,Fazenda São José,Brangus,Novilha,1.6,6.6,0,509,Touro_K,IATF,75.6,1,0,45,9.08,499.83,2592,0,2592,0.0,544.8299999999999,2047.17,375.7447277132317
BOV-00165,Fazenda Santa Helena,Angus,Novilha,1.7,6.5,0,413,Touro_H,Monta Natural,73.4,1,0,15,8.65,582.44,3085,0,3085,0.0,597.44,2487.56,416.36984467059455
BOV-00166,Fazenda Esperança,Senepol,Multípara,5.4,7.5,102,449,Touro_L,Monta Natural,61.1,0,0,15,7.58,501.09,2887,365,0,2766.7,3282.79,-3282.79,-100.0
BOV-00167,Fazenda Boa Vista,Brangus,Multípara,9.1,5.9,57,374,Touro_J,IATF,82.4,0,0,45,6.96,481.0,2955,365,0,2540.4,3066.4,-3066.4,-100.0
BOV-00168,Fazenda Santa Helena,Nelore,Primípara,3.7,5.5,79,407,Touro_G,IATF,73.8,1,0,45,8.14,582.0,1638,79,1638,643.0600000000001,1270.06,367.94000000000005,28.970284868431417
BOV-00169,Fazenda Santa Helena,Brangus,Multípara,8.4,7.2,79,467,Touro_D,IATF + Repasse,74.2,1,0,60,9.85,468.92,2457,79,2457,778.15,1307.07,1149.93,87.9776905598017
BOV-00170,Fazenda São José,Nelore,Multípara,6.0,4.7,34,404,Touro_B,IATF,82.6,0,0,45,8.04,361.59,2254,365,0,2934.6,3341.19,-3341.19,-100.0
BOV-00171,Fazenda Esperança,Nelore,Multípara,7.0,3.7,105,415,Touro_L,IATF + Repasse,69.1,1,0,60,7.66,489.0,2428,105,2428,804.3000000000001,1353.3000000000002,1074.6999999999998,79.4132860415281
BOV-00172,Fazenda Santa Helena,Nelore,Multípara,4.8,5.7,72,417,Touro_I,IATF,63.7,1,0,45,8.08,446.93,1500,72,1500,581.76,1073.69,426.30999999999995,39.705129040970846
BOV-00173,Fazenda São José,Angus,Primípara,3.0,3.6,80,443,Touro_C,Monta Natural,65.5,0,0,15,7.87,602.09,2568,365,0,2872.55,3489.6400000000003,-3489.6400000000003,-100.0
BOV-00174,Fazenda Santa Helena,Hereford,Primípara,4.3,7.5,36,524,Touro_F,IATF,71.8,1,0,45,7.92,421.05,3138,36,3138,285.12,751.1700000000001,2386.83,317.74831263229356
BOV-00175,Fazenda São José,Angus,Multípara,11.8,7.2,79,465,Touro_G,Monta Natural,71.3,1,0,15,8.1,560.92,2772,79,2772,639.9,1215.82,1556.18,127.99427546840816
BOV-00176,Fazenda Santa Helena,Hereford,Multípara,9.2,8.1,72,477,Touro_L,IATF + Repasse,81.8,1,0,60,7.29,553.87,3114,72,3114,524.88,1138.75,1975.25,173.4577387486279
BOV-00177,Fazenda Esperança,Angus,Multípara,11.3,5.6,100,464,Touro_C,IATF + Repasse,74.3,1,1,60,7.82,647.19,3003,100,0,782.0,1489.19,-1489.19,-100.0
BOV-00178,Fazenda Boa Vista,Nelore,Multípara,9.1,6.2,52,451,Touro_C,Monta Natural,63.3,1,0,15,8.44,542.82,2020,52,2020,438.88,996.7,1023.3,102.66880706330892
BOV-00179,Fazenda Nova Aliança,Hereford,Novilha,1.5,5.6,0,397,Touro_C,IATF + Repasse,67.9,0,0,60,7.04,594.3,2858,365,0,2569.6,3223.8999999999996,-3223.8999999999996,-100.0
BOV-00180,Fazenda Santa Helena,Nelore,Multípara,12.0,6.6,35,409,Touro_C,IATF + Repasse,68.4,1,0,60,8.0,334.8,2527,35,2527,280.0,674.8,1852.2,274.48132780082994
BOV-00181,Fazenda Boa Vista,Nelore,Primípara,2.7,3.8,56,313,Touro_C,IATF,70.4,1,0,45,6.73,360.73,2091,56,2091,376.88,782.61,1308.3899999999999,167.18288802851993
BOV-00182,Fazenda Santa Helena,Angus,Multípara,9.5,2.4,47,490,Touro_G,IATF,67.8,1,0,45,8.74,726.77,2589,47,2589,410.78000000000003,1182.55,1406.45,118.93366031034628
BOV-00183,Fazenda Nova Aliança,Nelore,Primípara,3.0,4.2,47,378,Touro_E,IATF,64.7,0,0,45,8.28,552.61,1886,365,0,3022.2,3619.81,-3619.81,-100.0
BOV-00184,Fazenda Nova Aliança,Nelore,Multípara,7.1,3.8,92,418,Touro_D,IATF,72.9,1,0,45,8.63,398.36,2458,92,2458,793.96,1237.3200000000002,1220.6799999999998,98.65515792196034
BOV-00185,Fazenda Boa Vista,Brangus,Primípara,3.8,6.5,96,383,Touro_F,TE,69.2,1,0,180,5.82,528.18,2870,96,2870,558.72,1266.9,1603.1,126.53721682847893
BOV-00186,Fazenda São José,Angus,Primípara,3.4,6.8,66,507,Touro_H,Monta Natural,64.4,1,0,15,7.38,691.43,2539,66,2539,487.08,1193.51,1345.49,112.73386900821944
BOV-00187,Fazenda Esperança,Angus,Novilha,1.9,4.9,0,434,Touro_B,Monta Natural,81.6,1,0,15,6.58,639.6,2426,0,2426,0.0,654.6,1771.4,270.60800488848156
BOV-00188,Fazenda São José,Senepol,Multípara,6.7,7.1,50,497,Touro_L,Monta Natural,71.6,1,0,15,8.32,574.81,2323,50,2323,416.0,1005.81,1317.19,130.95813324584168
BOV-00189,Fazenda São José,Angus,Multípara,6.7,6.6,30,526,Touro_C,IATF + Repasse,83.9,1,0,60,8.53,615.67,2725,30,2725,255.89999999999998,931.5699999999999,1793.43,192.51693377846004
BOV-00190,Fazenda Santa Helena,Hereford,Novilha,2.9,4.7,0,414,Touro_B,IATF,78.8,1,0,45,7.42,559.12,2912,0,2912,0.0,604.12,2307.88,382.02343905184404
BOV-00191,Fazenda Santa Helena,Nelore,Multípara,10.4,5.0,77,374,Touro_G,Monta Natural,69.2,1,0,15,8.48,560.74,2676,77,2676,652.96,1228.7,1447.3,117.79116139008707
BOV-00192,Fazenda Nova Aliança,Angus,Multípara,7.7,4.8,101,554,Touro_L,IATF,83.1,1,0,45,8.34,563.08,2596,101,2596,842.34,1450.42,1145.58,78.98263951131396
BOV-00193,Fazenda Nova Aliança,Hereford,Primípara,2.9,5.7,57,403,Touro_B,IATF + Repasse,78.6,1,0,60,8.82,515.16,3196,57,3196,502.74,1077.9,2118.1,196.5024584840894
BOV-00194,Fazenda São José,Angus,Primípara,4.1,3.8,67,439,Touro_E,IATF + Repasse,68.5,1,0,60,8.19,557.44,2472,67,2472,548.73,1166.17,1305.83,111.97595547818928
BOV-00195,Fazenda Boa Vista,Brangus,Multípara,5.3,5.4,70,488,Touro_K,TE,70.1,1,0,180,7.07,683.26,2791,70,2791,494.90000000000003,1358.16,1432.84,105.49861577428284
BOV-00196,Fazenda Boa Vista,Nelore,Multípara,5.7,4.7,103,450,Touro_J,Monta Natural,73.8,1,0,15,7.99,564.59,2576,103,2576,822.97,1402.56,1173.44,83.6641569701118
BOV-00197,Fazenda Esperança,Nelore,Primípara,3.2,5.5,73,413,Touro_I,IATF,70.7,1,0,45,5.79,462.87,1897,73,1897,422.67,930.54,966.46,103.86012422894235
BOV-00198,Fazenda Nova Aliança,Angus,Multípara,11.0,5.2,64,464,Touro_H,IATF + Repasse,78.2,0,0,60,7.36,472.15,2467,365,0,2686.4,3218.55,-3218.55,-100.0
BOV-00199,Fazenda Nova Aliança,Nelore,Novilha,1.7,5.6,0,316,Touro_H,IATF + Repasse,74.4,0,0,60,6.67,467.18,2258,365,0,2434.55,2961.73,-2961.73,-100.0
BOV-00200,Fazenda Esperança,Hereford,Primípara,2.7,4.8,73,541,Touro_C,IATF,78.3,0,0,45,7.79,559.94,3028,365,0,2843.35,3448.29,-3448.29,-100.0
BOV-00201,Fazenda São José,Nelore,Novilha,2.2,7.6,0,338,Touro_L,IATF,75.8,1,0,45,10.82,330.77,2147,0,2147,0.0,375.77,1771.23,471.3601405114831
BOV-00202,Fazenda Santa Helena,Senepol,Novilha,1.9,5.7,0,354,Touro_A,IATF,67.9,1,0,45,7.82,479.62,2762,0,2762,0.0,524.62,2237.38,426.47630666005875
BOV-00203,Fazenda Santa Helena,Senepol,Multípara,8.5,4.3,30,411,Touro_B,Monta Natural,62.3,1,0,15,9.82,471.97,2702,30,2702,294.6,781.57,1920.4299999999998,245.71439538365084
BOV-00204,Fazenda Nova Aliança,Nelore,Multípara,7.6,6.2,30,430,Touro_G,IATF + Repasse,67.6,0,0,60,9.01,399.16,1759,365,0,3288.65,3747.81,-3747.81,-100.0
BOV-00205,Fazenda São José,Nelore,Primípara,3.4,4.9,53,398,Touro_D,IATF,84.7,1,0,45,9.07,418.44,2201,53,2201,480.71000000000004,944.1500000000001,1256.85,133.1197373298734
BOV-00206,Fazenda Santa Helena,Hereford,Novilha,1.7,4.9,0,389,Touro_J,IATF + Repasse,77.9,0,0,60,8.1,366.6,2999,365,0,2956.5,3383.1,-3383.1,-100.0
BOV-00207,Fazenda Santa Helena,Senepol,Multípara,5.1,8.2,85,455,Touro_E,IATF,72.7,1,0,45,7.98,430.57,2227,85,2227,678.3000000000001,1153.8700000000001,1073.1299999999999,93.00267794465579
BOV-00208,Fazenda São José,Angus,Multípara,10.6,5.1,51,551,Touro_A,IATF,80.3,1,0,45,10.7,470.03,2582,51,2582,545.6999999999999,1060.73,1521.27,143.41726923910892
BOV-00209,Fazenda Santa Helena,Nelore,Multípara,11.1,5.0,46,396,Touro_K,IATF,72.2,1,0,45,7.76,495.65,2543,46,2543,356.96,897.6099999999999,1645.39,183.3078954111474
BOV-00210,Fazenda Santa Helena,Angus,Multípara,5.9,5.7,46,482,Touro_B,Monta Natural,72.7,1,0,15,8.94,510.87,2751,46,2751,411.23999999999995,937.1099999999999,1813.89,193.5621218426866
BOV-00211,Fazenda São José,Brangus,Primípara,2.7,6.7,67,404,Touro_I,TE,74.3,0,0,180,8.21,340.03,2732,365,0,2996.65,3516.6800000000003,-3516.6800000000003,-100.0
BOV-00212,Fazenda Esperança,Nelore,Multípara,4.4,3.5,102,432,Touro_F,IATF + Repasse,69.5,1,0,60,5.89,542.46,1674,102,1674,600.78,1203.24,470.76,39.124364216615135
BOV-00213,Fazenda São José,Brangus,Novilha,2.4,6.2,0,357,Touro_G,IATF + Repasse,66.7,0,0,60,8.17,359.78,2762,365,0,2982.05,3401.83,-3401.83,-100.0
BOV-00214,Fazenda Santa Helena,Nelore,Primípara,3.9,7.1,66,369,Touro_E,IATF,74.6,0,0,45,10.03,337.06,1982,365,0,3660.95,4043.0099999999998,-4043.0099999999998,-100.0
BOV-00215,Fazenda Esperança,Nelore,Primípara,3.2,5.1,54,332,Touro_I,IATF,72.1,1,0,45,8.77,488.78,1727,54,1727,473.58,1007.3599999999999,719.6400000000001,71.43821473951716
BOV-00216,Fazenda Santa Helena,Nelore,Primípara,3.9,3.8,70,394,Touro_J,IATF,70.6,1,0,45,8.01,335.82,2126,70,2126,560.6999999999999,941.52,1184.48,125.80508114538193
BOV-00217,Fazenda Boa Vista,Nelore,Multípara,9.7,4.8,103,437,Touro_E,IATF,75.2,0,0,45,9.73,467.88,2446,365,0,3551.4500000000003,4064.3300000000004,-4064.3300000000004,-100.0
BOV-00218,Fazenda Esperança,Nelore,Multípara,11.5,5.7,47,494,Touro_F,Monta Natural,69.7,0,0,15,8.92,608.05,2476,365,0,3255.8,3878.8500000000004,-3878.8500000000004,-100.0
BOV-00219,Fazenda São José,Angus,Novilha,1.6,7.1,0,419,Touro_J,Monta Natural,76.7,1,0,15,8.31,626.57,2782,0,2782,0.0,641.57,2140.43,333.62376669732055
BOV-00220,Fazenda Esperança,Nelore,Novilha,1.8,5.7,0,322,Touro_I,IATF,64.8,0,0,45,7.24,276.19,2052,365,0,2642.6,2963.79,-2963.79,-100.0
BOV-00221,Fazenda São José,Nelore,Primípara,2.6,5.8,46,336,Touro_E,IATF,64.3,0,0,45,8.74,487.89,1748,365,0,3190.1,3722.99,-3722.99,-100.0
BOV-00222,Fazenda São José,Nelore,Primípara,4.2,3.6,59,341,Touro_D,IATF,64.1,1,1,45,8.33,483.07,2372,59,0,491.47,1019.54,-1019.54,-100.0
BOV-00223,Fazenda Santa Helena,Senepol,Multípara,10.3,3.8,63,388,Touro_L,TE,72.1,1,0,180,9.07,522.02,2470,63,2470,571.41,1273.4299999999998,1196.5700000000002,93.96433255067026
BOV-00224,Fazenda Boa Vista,Angus,Multípara,8.6,4.9,77,555,Touro_E,Monta Natural,63.9,0,0,15,7.32,483.88,2738,365,0,2671.8,3170.6800000000003,-3170.6800000000003,-100.0
BOV-00225,Fazenda Boa Vista,Angus,Multípara,4.7,7.2,85,492,Touro_K,Monta Natural,82.4,1,0,15,7.53,493.77,2687,85,2687,640.0500000000001,1148.8200000000002,1538.1799999999998,133.89216761546626
BOV-00226,Fazenda Santa Helena,Angus,Multípara,6.2,5.6,33,457,Touro_E,IATF + Repasse,82.2,1,0,60,9.06,452.33,3059,33,3059,298.98,811.31,2247.69,277.04453291590147
BOV-00227,Fazenda Nova Aliança,Senepol,Multípara,6.4,5.8,36,402,Touro_E,IATF,74.4,1,0,45,8.33,471.94,2706,36,2706,299.88,816.8199999999999,1889.18,231.28473837565195
BOV-00228,Fazenda Boa Vista,Nelore,Primípara,3.6,5.3,63,356,Touro_A,IATF + Repasse,77.6,1,0,60,6.1,314.7,2492,63,2492,384.29999999999995,759.0,1733.0,228.32674571805006
BOV-00229,Fazenda Nova Aliança,Brangus,Novilha,1.9,6.9,0,356,Touro_E,TE,66.9,0,0,180,7.84,488.21,2814,365,0,2861.6,3529.81,-3529.81,-100.0
BOV-00230,Fazenda São José,Brangus,Primípara,2.6,4.4,83,483,Touro_E,Monta Natural,79.0,1,0,15,8.98,617.04,2484,83,2484,745.34,1377.38,1106.62,80.34238917364851
BOV-00231,Fazenda Esperança,Brangus,Multípara,9.8,6.3,30,459,Touro_A,IATF,70.2,0,0,45,7.3,643.86,2445,365,0,2664.5,3353.36,-3353.36,-100.0
BOV-00232,Fazenda São José,Nelore,Multípara,6.4,4.5,44,362,Touro_D,Monta Natural,71.7,0,0,15,9.71,346.01,2156,365,0,3544.15,3905.16,-3905.16,-100.0
BOV-00233,Fazenda São José,Brangus,Novilha,2.2,7.6,0,472,Touro_H,IATF + Repasse,70.8,1,0,60,8.99,582.6,2574,0,2574,0.0,642.6,1931.4,300.5602240896359
BOV-00234,Fazenda São José,Nelore,Primípara,2.8,4.2,58,344,Touro_D,IATF + Repasse,67.7,0,0,60,10.49,480.11,2429,365,0,3828.85,4368.96,-4368.96,-100.0
BOV-00235,Fazenda Santa Helena,Angus,Primípara,4.1,4.1,88,426,Touro_G,IATF,75.5,1,0,45,8.34,355.84,2782,88,2782,733.92,1134.76,1647.24,145.16197257569883
BOV-00236,Fazenda Esperança,Brangus,Multípara,8.5,6.2,73,512,Touro_F,IATF,68.8,1,0,45,9.04,606.93,2563,73,2563,659.92,1311.85,1251.15,95.37294660212679
BOV-00237,Fazenda Boa Vista,Nelore,Primípara,4.3,5.1,88,407,Touro_E,IATF + Repasse,70.4,0,0,60,6.82,532.79,2311,365,0,2489.3,3082.09,-3082.09,-100.0
BOV-00238,Fazenda Santa Helena,Hereford,Multípara,8.0,5.9,93,451,Touro_I,TE,58.4,1,1,180,8.76,478.11,2836,93,0,814.68,1472.79,-1472.79,-100.0
BOV-00239,Fazenda São José,Nelore,Multípara,11.5,5.8,52,371,Touro_H,IATF + Repasse,74.2,1,0,60,9.29,388.61,1974,52,1974,483.0799999999999,931.6899999999999,1042.31,111.87304790219923
BOV-00240,Fazenda Santa Helena,Hereford,Primípara,4.3,3.9,46,401,Touro_E,IATF + Repasse,71.4,0,0,60,7.06,329.87,2579,365,0,2576.8999999999996,2966.7699999999995,-2966.7699999999995,-100.0
BOV-00241,Fazenda Nova Aliança,Angus,Multípara,8.6,7.4,30,444,Touro_J,IATF,66.4,1,0,45,6.54,507.4,2517,30,2517,196.2,748.5999999999999,1768.4,236.227624899813
BOV-00242,Fazenda Nova Aliança,Nelore,Multípara,11.5,6.6,30,420,Touro_G,IATF + Repasse,70.6,0,0,60,8.23,511.31,2010,365,0,3003.9500000000003,3575.26,-3575.26,-100.0
BOV-00243,Fazenda Nova Aliança,Nelore,Primípara,3.1,6.4,60,398,Touro_K,IATF,69.2,1,1,45,6.82,524.67,2545,60,0,409.20000000000005,978.87,-978.87,-100.0
BOV-00244,Fazenda Boa Vista,Senepol,Multípara,6.9,4.9,50,434,Touro_I,Monta Natural,62.7,1,0,15,7.51,373.43,2718,50,2718,375.5,763.9300000000001,1954.07,255.79176102522482
BOV-00245,Fazenda Santa Helena,Nelore,Novilha,1.6,6.3,0,338,Touro_G,IATF,81.7,1,0,45,10.06,368.98,2386,0,2386,0.0,413.98,1972.02,476.3563457171844
BOV-00246,Fazenda Nova Aliança,Nelore,Novilha,2.4,6.2,0,298,Touro_C,TE,80.5,0,0,180,7.15,292.12,2424,365,0,2609.75,3081.87,-3081.87,-100.0
BOV-00247,Fazenda Boa Vista,Nelore,Multípara,9.8,6.9,79,432,Touro_J,IATF,76.3,1,0,45,6.69,408.16,1500,79,1500,528.51,981.6700000000001,518.3299999999999,52.80083938594436
BOV-00248,Fazenda Nova Aliança,Brangus,Multípara,10.2,6.9,60,511,Touro_K,IATF + Repasse,79.5,1,0,60,5.63,496.67,2534,60,2534,337.8,894.47,1639.53,183.2962536474113
BOV-00249,Fazenda Nova Aliança,Angus,Multípara,5.2,5.7,47,473,Touro_E,IATF,69.0,0,0,45,5.98,497.78,2852,365,0,2182.7000000000003,2725.4800000000005,-2725.4800000000005,-100.0
BOV-00250,Fazenda Nova Aliança,Nelore,Multípara,7.6,3.7,57,413,Touro_L,IATF + Repasse,71.9,1,0,60,8.57,542.25,1934,57,1934,488.49,1090.74,843.26,77.31081650989236
BOV-00251,Fazenda Boa Vista,Nelore,Multípara,5.4,7.6,34,423,Touro_I,IATF,68.8,0,0,45,7.02,467.41,1724,365,0,2562.2999999999997,3074.7099999999996,-3074.7099999999996,-100.0
BOV-00252,Fazenda Boa Vista,Nelore,Multípara,9.3,6.2,85,465,Touro_I,TE,73.5,1,0,180,6.19,392.56,2113,85,2113,526.15,1098.71,1014.29,92.31644382958196
BOV-00253,Fazenda Nova Aliança,Nelore,Multípara,5.3,4.8,40,384,Touro_H,IATF + Repasse,77.7,1,0,60,5.28,400.58,2389,40,2389,211.20000000000002,671.78,1717.22,255.62237637321746
BOV-00254,Fazenda Boa Vista,Angus,Multípara,11.2,6.0,31,538,Touro_F,IATF,71.5,1,0,45,6.55,471.71,3071,31,3071,203.04999999999998,719.76,2351.24,326.6700011114816
BOV-00255,Fazenda Santa Helena,Brangus,Primípara,3.0,3.5,86,447,Touro_G,IATF,64.3,1,0,45,8.63,423.9,2192,86,2192,742.1800000000001,1211.08,980.9200000000001,80.99547511312218
BOV-00256,Fazenda São José,Nelore,Multípara,6.3,6.8,74,421,Touro_G,IATF + Repasse,74.5,1,0,60,10.29,374.91,2293,74,2293,761.4599999999999,1196.37,1096.63,91.66311425395155
BOV-00257,Fazenda Nova Aliança,Nelore,Primípara,4.2,3.5,35,439,Touro_K,IATF,68.4,0,0,45,7.67,649.89,1788,365,0,2799.55,3494.44,-3494.44,-100.0
BOV-00258,Fazenda Esperança,Nelore,Primípara,3.4,4.8,87,343,Touro_A,IATF,77.6,1,0,45,10.18,485.71,2297,87,2297,885.66,1416.37,880.6300000000001,62.175137852397334
BOV-00259,Fazenda São José,Senepol,Primípara,2.5,5.2,55,431,Touro_H,IATF + Repasse,83.2,0,0,60,8.55,533.35,2271,365,0,3120.7500000000005,3714.1000000000004,-3714.1000000000004,-100.0
BOV-00260,Fazenda Santa Helena,Senepol,Multípara,8.0,6.7,50,457,Touro_F,IATF + Repasse,78.4,0,0,60,7.32,445.75,2662,365,0,2671.8,3177.55,-3177.55,-100.0
BOV-00261,Fazenda São José,Hereford,Primípara,2.7,5.1,73,403,Touro_G,IATF,70.7,1,0,45,10.65,371.57,2785,73,2785,777.45,1194.02,1590.98,133.2456742768128
BOV-00262,Fazenda Nova Aliança,Nelore,Novilha,3.0,6.5,0,358,Touro_J,Monta Natural,72.7,1,0,15,9.41,497.39,2702,0,2702,0.0,512.39,2189.61,427.3326957981226
BOV-00263,Fazenda Santa Helena,Nelore,Multípara,8.7,5.5,74,431,Touro_J,IATF + Repasse,71.4,1,0,60,9.87,366.74,2191,74,2191,730.38,1157.12,1033.88,89.34941924778764
BOV-00264,Fazenda São José,Nelore,Primípara,3.0,5.0,78,383,Touro_K,TE,66.6,0,0,180,10.79,492.25,2328,365,0,3938.35,4610.6,-4610.6,-100.0
BOV-00265,Fazenda Nova Aliança,Nelore,Multípara,8.5,5.6,58,455,Touro_B,IATF + Repasse,68.8,1,0,60,8.63,457.91,2388,58,2388,500.54,1018.45,1369.55,134.4739555206441
BOV-00266,Fazenda Esperança,Angus,Novilha,1.6,5.8,0,377,Touro_G,Monta Natural,71.1,0,0,15,6.82,430.81,2656,365,0,2489.3,2935.11,-2935.11,-100.0
BOV-00267,Fazenda Esperança,Brangus,Novilha,2.7,4.7,0,391,Touro_H,IATF + Repasse,70.7,1,0,60,5.59,512.25,2929,0,2929,0.0,572.25,2356.75,411.83923110528616
BOV-00268,Fazenda Esperança,Hereford,Novilha,2.9,5.4,0,385,Touro_L,Monta Natural,64.7,1,0,15,7.37,317.79,3418,0,3418,0.0,332.79,3085.21,927.0741308332582
BOV-00269,Fazenda Boa Vista,Hereford,Multípara,11.0,5.8,49,445,Touro_E,IATF,72.3,1,0,45,6.03,410.69,2624,49,2624,295.47,751.1600000000001,1872.84,249.32637520634748
BOV-00270,Fazenda Boa Vista,Nelore,Novilha,2.0,5.8,0,360,Touro_A,IATF,71.6,1,0,45,6.84,451.08,1948,0,1948,0.0,496.08,1451.92,292.6786002257701
